id,year,epi_week,from_date,to_date,state,city,disease,deaths
9543,1892,189229,1892-07-19,1892-07-25,LA,NEW ORLEANS,DIPHTHERIA,1
9544,1892,189229,1892-07-19,1892-07-25,LA,NEW ORLEANS,WHOOPING COUGH,2
9545,1892,189230,1892-07-24,1892-07-30,PA,PITTSBURGH,TUBERCULOSIS,18
9546,1892,189230,1892-07-24,1892-07-30,PA,PITTSBURGH,TYPHOID FEVER,10
9547,1892,189230,1892-07-24,1892-07-30,PA,PITTSBURGH,SCARLET FEVER,3
9548,1892,189230,1892-07-24,1892-07-30,PA,PITTSBURGH,DIPHTHERIA,3
9549,1892,189230,1892-07-24,1892-07-30,PA,PITTSBURGH,WHOOPING COUGH,5
9550,1892,189230,1892-07-21,1892-07-27,DC,WASHINGTON,TUBERCULOSIS,15
9551,1892,189230,1892-07-21,1892-07-27,DC,WASHINGTON,TYPHOID FEVER,4
9552,1892,189230,1892-07-21,1892-07-27,DC,WASHINGTON,DIPHTHERIA,3
9553,1892,189230,1892-07-24,1892-07-30,MI,DETROIT,SCARLET FEVER,4
9554,1892,189230,1892-07-24,1892-07-30,MI,DETROIT,DIPHTHERIA,2
9555,1892,189230,1892-07-24,1892-07-30,MI,DETROIT,WHOOPING COUGH,13
9556,1892,189230,1892-07-24,1892-07-30,WI,MILWAUKEE,TUBERCULOSIS,7
9557,1892,189230,1892-07-24,1892-07-30,WI,MILWAUKEE,TYPHOID FEVER,2
9558,1892,189230,1892-07-24,1892-07-30,WI,MILWAUKEE,SCARLET FEVER,3
9559,1892,189230,1892-07-24,1892-07-30,WI,MILWAUKEE,DIPHTHERIA,2
9560,1892,189230,1892-07-24,1892-07-30,WI,MILWAUKEE,WHOOPING COUGH,2
9561,1892,189230,1892-07-24,1892-07-30,NJ,NEWARK,TUBERCULOSIS,12
9562,1892,189230,1892-07-24,1892-07-30,NJ,NEWARK,TYPHOID FEVER,1
9563,1892,189230,1892-07-24,1892-07-30,NJ,NEWARK,SCARLET FEVER,4
9564,1892,189230,1892-07-24,1892-07-30,NJ,NEWARK,DIPHTHERIA,2
9565,1892,189230,1892-07-24,1892-07-30,MN,MINNEAPOLIS,TYPHOID FEVER,1
9566,1892,189230,1892-07-24,1892-07-30,KY,LOUISVILLE,TUBERCULOSIS,4
9567,1892,189230,1892-07-24,1892-07-30,KY,LOUISVILLE,TYPHOID FEVER,2
9568,1892,189230,1892-07-24,1892-07-30,KY,LOUISVILLE,SCARLET FEVER,1
9569,1892,189230,1892-07-24,1892-07-30,KY,LOUISVILLE,DIPHTHERIA,2
9570,1892,189230,1892-07-24,1892-07-30,NY,ROCHESTER,TUBERCULOSIS,9
9571,1892,189230,1892-07-24,1892-07-30,NY,ROCHESTER,DIPHTHERIA,2
9572,1892,189227,1892-07-03,1892-07-09,MO,KANSAS CITY,TUBERCULOSIS,3
9573,1892,189227,1892-07-03,1892-07-09,MO,KANSAS CITY,WHOOPING COUGH,1
9574,1892,189228,1892-07-10,1892-07-16,MO,KANSAS CITY,TUBERCULOSIS,1
9575,1892,189228,1892-07-10,1892-07-16,MO,KANSAS CITY,TYPHOID FEVER,3
9576,1892,189229,1892-07-17,1892-07-23,MO,KANSAS CITY,TUBERCULOSIS,11
9577,1892,189229,1892-07-17,1892-07-23,MO,KANSAS CITY,TYPHOID FEVER,1
9578,1892,189230,1892-07-24,1892-07-30,RI,PROVIDENCE,TYPHOID FEVER,2
9579,1892,189230,1892-07-23,1892-07-29,OH,TOLEDO,TYPHOID FEVER,1
9580,1892,189230,1892-07-24,1892-07-30,VA,RICHMOND,TUBERCULOSIS,1
9581,1892,189230,1892-07-24,1892-07-30,VA,RICHMOND,TYPHOID FEVER,3
9582,1892,189230,1892-07-24,1892-07-30,TN,NASHVILLE,TUBERCULOSIS,3
9583,1892,189230,1892-07-24,1892-07-30,TN,NASHVILLE,TYPHOID FEVER,1
9584,1892,189230,1892-07-23,1892-07-29,MA,FALL RIVER,TUBERCULOSIS,2
9585,1892,189230,1892-07-23,1892-07-29,MA,FALL RIVER,SCARLET FEVER,1
9586,1892,189229,1892-07-17,1892-07-23,NH,MANCHESTER,TYPHOID FEVER,1
9587,1892,189230,1892-07-24,1892-07-30,PA,ERIE,TUBERCULOSIS,1
9588,1892,189230,1892-07-24,1892-07-30,PA,ERIE,DIPHTHERIA,1
9589,1892,189230,1892-07-24,1892-07-30,NY,BINGHAMTON,TUBERCULOSIS,2
9590,1892,189230,1892-07-24,1892-07-30,AL,MOBILE,TUBERCULOSIS,4
9591,1892,189230,1892-07-24,1892-07-30,AL,MOBILE,TYPHOID FEVER,1
9592,1892,189229,1892-07-16,1892-07-22,TX,GALVESTON,TYPHOID FEVER,1
9593,1892,189229,1892-07-16,1892-07-22,TX,GALVESTON,WHOOPING COUGH,1
9594,1892,189230,1892-07-24,1892-07-30,NY,AUBURN,TUBERCULOSIS,2
9595,1892,189227,1892-07-03,1892-07-09,MA,NEWTON,TUBERCULOSIS,1
9596,1892,189227,1892-07-03,1892-07-09,MA,NEWTON,DIPHTHERIA,1
9597,1892,189228,1892-07-10,1892-07-16,MA,NEWTON,TUBERCULOSIS,2
9598,1892,189229,1892-07-17,1892-07-23,MA,NEWTON,TUBERCULOSIS,1
9599,1892,189231,1892-07-31,1892-08-06,NY,NEW YORK,TUBERCULOSIS,72
9600,1892,189231,1892-07-31,1892-08-06,NY,NEW YORK,TYPHOID FEVER,9
9601,1892,189231,1892-07-31,1892-08-06,NY,NEW YORK,SCARLET FEVER,3
9602,1892,189231,1892-07-31,1892-08-06,NY,NEW YORK,DIPHTHERIA,26
9603,1892,189231,1892-07-31,1892-08-06,NY,NEW YORK,WHOOPING COUGH,16
9604,1892,189230,1892-07-24,1892-07-30,PA,PHILADELPHIA,TUBERCULOSIS,52
9605,1892,189230,1892-07-24,1892-07-30,PA,PHILADELPHIA,TYPHOID FEVER,3
9606,1892,189230,1892-07-24,1892-07-30,PA,PHILADELPHIA,SCARLET FEVER,5
9607,1892,189230,1892-07-24,1892-07-30,PA,PHILADELPHIA,DIPHTHERIA,23
9608,1892,189230,1892-07-24,1892-07-30,PA,PHILADELPHIA,WHOOPING COUGH,7
9609,1892,189230,1892-07-24,1892-07-30,NY,BROOKLYN,TUBERCULOSIS,34
9610,1892,189230,1892-07-24,1892-07-30,NY,BROOKLYN,CHICKENPOX,1
9611,1892,189230,1892-07-24,1892-07-30,NY,BROOKLYN,TYPHOID FEVER,6
9612,1892,189230,1892-07-24,1892-07-30,NY,BROOKLYN,SCARLET FEVER,5
9613,1892,189230,1892-07-24,1892-07-30,NY,BROOKLYN,DIPHTHERIA,9
9614,1892,189230,1892-07-24,1892-07-30,NY,BROOKLYN,WHOOPING COUGH,10
9615,1892,189231,1892-07-31,1892-08-06,NY,BROOKLYN,TUBERCULOSIS,40
9616,1892,189231,1892-07-31,1892-08-06,NY,BROOKLYN,TYPHOID FEVER,4
9617,1892,189231,1892-07-31,1892-08-06,NY,BROOKLYN,SCARLET FEVER,3
9618,1892,189231,1892-07-31,1892-08-06,NY,BROOKLYN,DIPHTHERIA,2
9619,1892,189231,1892-07-31,1892-08-06,NY,BROOKLYN,WHOOPING COUGH,7
9620,1892,189231,1892-07-31,1892-08-06,MA,BOSTON,TUBERCULOSIS,28
9621,1892,189231,1892-07-31,1892-08-06,MA,BOSTON,SCARLET FEVER,2
9622,1892,189231,1892-07-31,1892-08-06,MA,BOSTON,DIPHTHERIA,3
9623,1892,189231,1892-07-31,1892-08-06,MD,BALTIMORE,TUBERCULOSIS,16
9624,1892,189231,1892-07-31,1892-08-06,MD,BALTIMORE,TYPHOID FEVER,4
9625,1892,189231,1892-07-31,1892-08-06,MD,BALTIMORE,DIPHTHERIA,6
9626,1892,189231,1892-07-31,1892-08-06,MD,BALTIMORE,WHOOPING COUGH,1
9627,1892,189231,1892-07-30,1892-08-05,OH,CINCINNATI,TUBERCULOSIS,10
9628,1892,189231,1892-07-30,1892-08-05,OH,CINCINNATI,TYPHOID FEVER,1
9629,1892,189231,1892-07-30,1892-08-05,OH,CINCINNATI,SCARLET FEVER,1
9630,1892,189231,1892-07-30,1892-08-05,OH,CINCINNATI,DIPHTHERIA,2
9631,1892,189231,1892-07-31,1892-08-06,OH,CLEVELAND,TUBERCULOSIS,7
9632,1892,189231,1892-07-31,1892-08-06,OH,CLEVELAND,TYPHOID FEVER,2
9633,1892,189231,1892-07-31,1892-08-06,OH,CLEVELAND,DIPHTHERIA,3
9634,1892,189229,1892-07-17,1892-07-23,LA,NEW ORLEANS,TUBERCULOSIS,22
9635,1892,189229,1892-07-17,1892-07-23,LA,NEW ORLEANS,TYPHOID FEVER,1
9636,1892,189229,1892-07-17,1892-07-23,LA,NEW ORLEANS,DIPHTHERIA,1
9637,1892,189229,1892-07-17,1892-07-23,LA,NEW ORLEANS,WHOOPING COUGH,2
9638,1892,189230,1892-07-24,1892-07-30,LA,NEW ORLEANS,TUBERCULOSIS,22
9639,1892,189230,1892-07-24,1892-07-30,LA,NEW ORLEANS,DIPHTHERIA,1
9640,1892,189229,1892-07-17,1892-07-23,PA,PITTSBURGH,TYPHOID FEVER,6
9641,1892,189229,1892-07-17,1892-07-23,PA,PITTSBURGH,SCARLET FEVER,2
9642,1892,189229,1892-07-17,1892-07-23,PA,PITTSBURGH,DIPHTHERIA,3
9643,1892,189229,1892-07-17,1892-07-23,PA,PITTSBURGH,WHOOPING COUGH,4
9644,1892,189230,1892-07-24,1892-07-30,DC,WASHINGTON,TUBERCULOSIS,14
9645,1892,189230,1892-07-24,1892-07-30,DC,WASHINGTON,TYPHOID FEVER,9
9646,1892,189230,1892-07-24,1892-07-30,DC,WASHINGTON,DIPHTHERIA,1
9647,1892,189230,1892-07-24,1892-07-30,DC,WASHINGTON,WHOOPING COUGH,4
9648,1892,189231,1892-07-31,1892-08-06,MI,DETROIT,TUBERCULOSIS,4
9649,1892,189231,1892-07-31,1892-08-06,MI,DETROIT,TYPHOID FEVER,3
9650,1892,189231,1892-07-31,1892-08-06,MI,DETROIT,SCARLET FEVER,2
9651,1892,189231,1892-07-31,1892-08-06,MI,DETROIT,DIPHTHERIA,3
9652,1892,189231,1892-07-31,1892-08-06,MI,DETROIT,WHOOPING COUGH,2
9653,1892,189231,1892-07-31,1892-08-06,WI,MILWAUKEE,TUBERCULOSIS,8
9654,1892,189231,1892-07-31,1892-08-06,WI,MILWAUKEE,DIPHTHERIA,1
9655,1892,189231,1892-07-31,1892-08-06,WI,MILWAUKEE,WHOOPING COUGH,1
9656,1892,189231,1892-07-31,1892-08-06,NJ,NEWARK,TUBERCULOSIS,10
9657,1892,189231,1892-07-31,1892-08-06,NJ,NEWARK,TYPHOID FEVER,1
9658,1892,189231,1892-07-31,1892-08-06,NJ,NEWARK,SCARLET FEVER,1
9659,1892,189231,1892-07-31,1892-08-06,NJ,NEWARK,DIPHTHERIA,4
9660,1892,189231,1892-07-31,1892-08-06,NY,ROCHESTER,TUBERCULOSIS,8
9661,1892,189231,1892-07-31,1892-08-06,NY,ROCHESTER,TYPHOID FEVER,1
9662,1892,189231,1892-07-31,1892-08-06,NY,ROCHESTER,DIPHTHERIA,2
9663,1892,189231,1892-07-31,1892-08-06,RI,PROVIDENCE,DIPHTHERIA,2
9664,1892,189231,1892-07-31,1892-08-06,TN,NASHVILLE,TUBERCULOSIS,5
9665,1892,189231,1892-07-31,1892-08-06,TN,NASHVILLE,TYPHOID FEVER,3
9666,1892,189231,1892-07-30,1892-08-05,MA,FALL RIVER,TUBERCULOSIS,2
9667,1892,189231,1892-07-30,1892-08-05,MA,FALL RIVER,TYPHOID FEVER,1
9668,1892,189231,1892-07-30,1892-08-05,MA,FALL RIVER,SCARLET FEVER,2
9669,1892,189231,1892-07-31,1892-08-06,NY,BINGHAMTON,TUBERCULOSIS,1
9670,1892,189231,1892-07-31,1892-08-06,NY,BINGHAMTON,WHOOPING COUGH,1
9671,1892,189231,1892-07-31,1892-08-06,AL,MOBILE,TUBERCULOSIS,2
9672,1892,189230,1892-07-23,1892-07-29,TX,GALVESTON,TYPHOID FEVER,1
9673,1892,189230,1892-07-24,1892-07-30,MA,NEWTON,TUBERCULOSIS,2
9674,1892,189231,1892-07-31,1892-08-06,LA,SHREVEPORT,TUBERCULOSIS,1
9675,1892,189230,1892-07-24,1892-07-30,FL,PENSACOLA,TYPHOID FEVER,1
9676,1892,189231,1892-07-31,1892-08-06,FL,PENSACOLA,TUBERCULOSIS,2
9677,1892,189231,1892-07-31,1892-08-06,FL,PENSACOLA,TYPHOID FEVER,1
9678,1892,189232,1892-08-07,1892-08-13,NY,NEW YORK,TUBERCULOSIS,86
9679,1892,189232,1892-08-07,1892-08-13,NY,NEW YORK,TYPHOID FEVER,12
9680,1892,189232,1892-08-07,1892-08-13,NY,NEW YORK,SCARLET FEVER,10
9681,1892,189232,1892-08-07,1892-08-13,NY,NEW YORK,DIPHTHERIA,17
9682,1892,189232,1892-08-07,1892-08-13,NY,NEW YORK,WHOOPING COUGH,6
9683,1892,189232,1892-08-07,1892-08-13,NY,BROOKLYN,TUBERCULOSIS,37
9684,1892,189232,1892-08-07,1892-08-13,NY,BROOKLYN,TYPHOID FEVER,10
9685,1892,189232,1892-08-07,1892-08-13,NY,BROOKLYN,SCARLET FEVER,2
9686,1892,189232,1892-08-07,1892-08-13,NY,BROOKLYN,DIPHTHERIA,10
9687,1892,189232,1892-08-07,1892-08-13,NY,BROOKLYN,WHOOPING COUGH,7
9688,1892,189231,1892-07-31,1892-08-06,MO,ST LOUIS,TYPHOID FEVER,1
9689,1892,189231,1892-07-31,1892-08-06,MO,ST LOUIS,SCARLET FEVER,2
9690,1892,189231,1892-07-31,1892-08-06,MO,ST LOUIS,DIPHTHERIA,2
9691,1892,189232,1892-08-07,1892-08-13,MA,BOSTON,TUBERCULOSIS,29
9692,1892,189232,1892-08-07,1892-08-13,MA,BOSTON,TYPHOID FEVER,3
9693,1892,189232,1892-08-07,1892-08-13,MA,BOSTON,SCARLET FEVER,4
9694,1892,189232,1892-08-07,1892-08-13,MA,BOSTON,DIPHTHERIA,5
9695,1892,189232,1892-08-07,1892-08-13,MD,BALTIMORE,TUBERCULOSIS,12
9696,1892,189232,1892-08-07,1892-08-13,MD,BALTIMORE,TYPHOID FEVER,11
9697,1892,189232,1892-08-07,1892-08-13,MD,BALTIMORE,SCARLET FEVER,1
9698,1892,189232,1892-08-07,1892-08-13,MD,BALTIMORE,DIPHTHERIA,1
9699,1892,189231,1892-07-31,1892-08-06,CA,SAN FRANCISCO,TUBERCULOSIS,19
9700,1892,189231,1892-07-31,1892-08-06,CA,SAN FRANCISCO,TYPHOID FEVER,4
9701,1892,189231,1892-07-31,1892-08-06,CA,SAN FRANCISCO,SCARLET FEVER,3
9702,1892,189231,1892-07-31,1892-08-06,CA,SAN FRANCISCO,DIPHTHERIA,3
9703,1892,189232,1892-08-06,1892-08-12,OH,CINCINNATI,TUBERCULOSIS,9
9704,1892,189232,1892-08-06,1892-08-12,OH,CINCINNATI,TYPHOID FEVER,3
9705,1892,189232,1892-08-06,1892-08-12,OH,CINCINNATI,DIPHTHERIA,3
9706,1892,189232,1892-08-07,1892-08-13,OH,CLEVELAND,TUBERCULOSIS,7
9707,1892,189232,1892-08-07,1892-08-13,OH,CLEVELAND,TYPHOID FEVER,1
9708,1892,189232,1892-08-07,1892-08-13,OH,CLEVELAND,SCARLET FEVER,1
9709,1892,189232,1892-08-07,1892-08-13,OH,CLEVELAND,DIPHTHERIA,2
9710,1892,189231,1892-07-31,1892-08-06,PA,PITTSBURGH,TUBERCULOSIS,7
9711,1892,189231,1892-07-31,1892-08-06,PA,PITTSBURGH,TYPHOID FEVER,3
9712,1892,189231,1892-07-31,1892-08-06,PA,PITTSBURGH,DIPHTHERIA,2
9713,1892,189231,1892-07-31,1892-08-06,PA,PITTSBURGH,WHOOPING COUGH,1
9714,1892,189232,1892-08-07,1892-08-13,PA,PITTSBURGH,TUBERCULOSIS,8
9715,1892,189232,1892-08-07,1892-08-13,PA,PITTSBURGH,TYPHOID FEVER,6
9716,1892,189232,1892-08-07,1892-08-13,PA,PITTSBURGH,SCARLET FEVER,2
9717,1892,189232,1892-08-07,1892-08-13,PA,PITTSBURGH,DIPHTHERIA,3
9718,1892,189232,1892-08-07,1892-08-13,PA,PITTSBURGH,WHOOPING COUGH,2
9719,1892,189231,1892-07-31,1892-08-06,DC,WASHINGTON,TUBERCULOSIS,14
9720,1892,189231,1892-07-31,1892-08-06,DC,WASHINGTON,TYPHOID FEVER,4
9721,1892,189231,1892-07-31,1892-08-06,DC,WASHINGTON,WHOOPING COUGH,3
9722,1892,189232,1892-08-07,1892-08-13,MI,DETROIT,TUBERCULOSIS,3
9723,1892,189232,1892-08-07,1892-08-13,MI,DETROIT,DIPHTHERIA,2
9724,1892,189232,1892-08-07,1892-08-13,MI,DETROIT,WHOOPING COUGH,1
9725,1892,189231,1892-07-31,1892-08-06,MN,MINNEAPOLIS,TUBERCULOSIS,2
9726,1892,189231,1892-07-31,1892-08-06,MN,MINNEAPOLIS,TYPHOID FEVER,1
9727,1892,189231,1892-07-31,1892-08-06,MN,MINNEAPOLIS,SCARLET FEVER,1
9728,1892,189232,1892-08-07,1892-08-13,MN,MINNEAPOLIS,TUBERCULOSIS,1
9729,1892,189232,1892-08-07,1892-08-13,MN,MINNEAPOLIS,TYPHOID FEVER,1
9730,1892,189232,1892-08-07,1892-08-13,MN,MINNEAPOLIS,SCARLET FEVER,2
9731,1892,189232,1892-08-07,1892-08-13,MN,MINNEAPOLIS,WHOOPING COUGH,1
9732,1892,189232,1892-08-07,1892-08-13,KY,LOUISVILLE,TUBERCULOSIS,9
9733,1892,189232,1892-08-07,1892-08-13,KY,LOUISVILLE,TYPHOID FEVER,5
9734,1892,189232,1892-08-07,1892-08-13,KY,LOUISVILLE,SCARLET FEVER,1
9735,1892,189230,1892-07-24,1892-07-30,MO,KANSAS CITY,TUBERCULOSIS,4
9736,1892,189230,1892-07-24,1892-07-30,MO,KANSAS CITY,TYPHOID FEVER,1
9737,1892,189230,1892-07-24,1892-07-30,MO,KANSAS CITY,WHOOPING COUGH,1
9738,1892,189231,1892-07-31,1892-08-06,MO,KANSAS CITY,TUBERCULOSIS,10
9739,1892,189231,1892-07-31,1892-08-06,MO,KANSAS CITY,TYPHOID FEVER,2
9740,1892,189232,1892-08-07,1892-08-13,RI,PROVIDENCE,WHOOPING COUGH,1
9741,1892,189231,1892-07-31,1892-08-06,VA,RICHMOND,TYPHOID FEVER,1
9742,1892,189231,1892-07-31,1892-08-06,VA,RICHMOND,WHOOPING COUGH,1
9743,1892,189232,1892-08-07,1892-08-13,VA,RICHMOND,TUBERCULOSIS,2
9744,1892,189232,1892-08-07,1892-08-13,VA,RICHMOND,TYPHOID FEVER,2
9745,1892,189232,1892-08-07,1892-08-13,VA,RICHMOND,WHOOPING COUGH,1
9746,1892,189232,1892-08-07,1892-08-13,TN,NASHVILLE,TUBERCULOSIS,2
9747,1892,189232,1892-08-07,1892-08-13,TN,NASHVILLE,TYPHOID FEVER,3
9748,1892,189232,1892-08-07,1892-08-13,PA,ERIE,TUBERCULOSIS,2
9749,1892,189232,1892-08-07,1892-08-13,PA,ERIE,TYPHOID FEVER,1
9750,1892,189232,1892-08-07,1892-08-13,PA,ERIE,DIPHTHERIA,1
9751,1892,189232,1892-08-07,1892-08-13,PA,ERIE,WHOOPING COUGH,1
9752,1892,189232,1892-08-07,1892-08-13,ME,PORTLAND,DIPHTHERIA,1
9753,1892,189232,1892-08-07,1892-08-13,NY,BINGHAMTON,TUBERCULOSIS,2
9754,1892,189232,1892-08-07,1892-08-13,NY,BINGHAMTON,TYPHOID FEVER,1
9755,1892,189232,1892-08-07,1892-08-13,AL,MOBILE,TUBERCULOSIS,1
9756,1892,189232,1892-08-07,1892-08-13,AL,MOBILE,TYPHOID FEVER,1
9757,1892,189231,1892-07-30,1892-08-05,TX,GALVESTON,TYPHOID FEVER,1
9758,1892,189231,1892-07-30,1892-08-05,TX,GALVESTON,WHOOPING COUGH,1
9759,1892,189231,1892-07-31,1892-08-06,NY,AUBURN,TUBERCULOSIS,1
9760,1892,189232,1892-08-07,1892-08-13,NY,AUBURN,TUBERCULOSIS,1
9761,1892,189232,1892-08-07,1892-08-13,MA,NEWTON,TUBERCULOSIS,4
9762,1892,189233,1892-08-14,1892-08-20,NY,NEW YORK,TUBERCULOSIS,85
9763,1892,189233,1892-08-14,1892-08-20,NY,NEW YORK,TYPHOID FEVER,10
9764,1892,189233,1892-08-14,1892-08-20,NY,NEW YORK,SCARLET FEVER,2
9765,1892,189233,1892-08-14,1892-08-20,NY,NEW YORK,DIPHTHERIA,13
9766,1892,189233,1892-08-14,1892-08-20,NY,NEW YORK,WHOOPING COUGH,14
9767,1892,189232,1892-08-07,1892-08-13,IL,CHICAGO,TYPHOID FEVER,54
9768,1892,189232,1892-08-07,1892-08-13,IL,CHICAGO,SCARLET FEVER,2
9769,1892,189232,1892-08-07,1892-08-13,IL,CHICAGO,DIPHTHERIA,8
9770,1892,189232,1892-08-07,1892-08-13,IL,CHICAGO,WHOOPING COUGH,4
9771,1892,189233,1892-08-14,1892-08-20,IL,CHICAGO,TYPHOID FEVER,39
9772,1892,189233,1892-08-14,1892-08-20,IL,CHICAGO,SCARLET FEVER,2
9773,1892,189233,1892-08-14,1892-08-20,IL,CHICAGO,DIPHTHERIA,10
9774,1892,189233,1892-08-14,1892-08-20,IL,CHICAGO,WHOOPING COUGH,8
9775,1892,189232,1892-08-07,1892-08-13,PA,PHILADELPHIA,TUBERCULOSIS,39
9776,1892,189232,1892-08-07,1892-08-13,PA,PHILADELPHIA,TYPHOID FEVER,7
9777,1892,189232,1892-08-07,1892-08-13,PA,PHILADELPHIA,SCARLET FEVER,7
9778,1892,189232,1892-08-07,1892-08-13,PA,PHILADELPHIA,DIPHTHERIA,18
9779,1892,189232,1892-08-07,1892-08-13,PA,PHILADELPHIA,WHOOPING COUGH,3
9780,1892,189233,1892-08-14,1892-08-20,NY,BROOKLYN,TUBERCULOSIS,33
9781,1892,189233,1892-08-14,1892-08-20,NY,BROOKLYN,CHICKENPOX,1
9782,1892,189233,1892-08-14,1892-08-20,NY,BROOKLYN,TYPHOID FEVER,2
9783,1892,189233,1892-08-14,1892-08-20,NY,BROOKLYN,SCARLET FEVER,1
9784,1892,189233,1892-08-14,1892-08-20,NY,BROOKLYN,DIPHTHERIA,9
9785,1892,189233,1892-08-14,1892-08-20,NY,BROOKLYN,WHOOPING COUGH,7
9786,1892,189232,1892-08-07,1892-08-13,MO,ST LOUIS,TYPHOID FEVER,2
9787,1892,189232,1892-08-07,1892-08-13,MO,ST LOUIS,SCARLET FEVER,2
9788,1892,189232,1892-08-07,1892-08-13,MO,ST LOUIS,DIPHTHERIA,4
9789,1892,189233,1892-08-14,1892-08-20,MA,BOSTON,TUBERCULOSIS,21
9790,1892,189233,1892-08-14,1892-08-20,MA,BOSTON,TYPHOID FEVER,4
9791,1892,189233,1892-08-14,1892-08-20,MA,BOSTON,SCARLET FEVER,4
9792,1892,189233,1892-08-14,1892-08-20,MA,BOSTON,DIPHTHERIA,10
9793,1892,189233,1892-08-14,1892-08-20,MD,BALTIMORE,TUBERCULOSIS,23
9794,1892,189233,1892-08-14,1892-08-20,MD,BALTIMORE,TYPHOID FEVER,5
9795,1892,189233,1892-08-14,1892-08-20,MD,BALTIMORE,DIPHTHERIA,2
9796,1892,189233,1892-08-14,1892-08-20,MD,BALTIMORE,WHOOPING COUGH,1
9797,1892,189232,1892-08-07,1892-08-13,CA,SAN FRANCISCO,TUBERCULOSIS,17
9798,1892,189232,1892-08-07,1892-08-13,CA,SAN FRANCISCO,TYPHOID FEVER,1
9799,1892,189232,1892-08-07,1892-08-13,CA,SAN FRANCISCO,SCARLET FEVER,3
9800,1892,189232,1892-08-07,1892-08-13,CA,SAN FRANCISCO,DIPHTHERIA,4
9801,1892,189233,1892-08-13,1892-08-19,OH,CINCINNATI,TUBERCULOSIS,10
9802,1892,189233,1892-08-13,1892-08-19,OH,CINCINNATI,TYPHOID FEVER,1
9803,1892,189233,1892-08-13,1892-08-19,OH,CINCINNATI,DIPHTHERIA,4
9804,1892,189232,1892-08-09,1892-08-15,LA,NEW ORLEANS,TUBERCULOSIS,19
9805,1892,189232,1892-08-09,1892-08-15,LA,NEW ORLEANS,TYPHOID FEVER,2
9806,1892,189232,1892-08-09,1892-08-15,LA,NEW ORLEANS,DIPHTHERIA,3
9807,1892,189232,1892-08-09,1892-08-15,LA,NEW ORLEANS,WHOOPING COUGH,1
9808,1892,189232,1892-08-07,1892-08-13,DC,WASHINGTON,TUBERCULOSIS,4
9809,1892,189232,1892-08-07,1892-08-13,DC,WASHINGTON,TYPHOID FEVER,8
9810,1892,189232,1892-08-07,1892-08-13,DC,WASHINGTON,SCARLET FEVER,1
9811,1892,189233,1892-08-14,1892-08-20,MI,DETROIT,SCARLET FEVER,2
9812,1892,189233,1892-08-14,1892-08-20,MI,DETROIT,DIPHTHERIA,1
9813,1892,189233,1892-08-14,1892-08-20,MI,DETROIT,WHOOPING COUGH,1
9814,1892,189232,1892-08-07,1892-08-13,WI,MILWAUKEE,TUBERCULOSIS,8
9815,1892,189232,1892-08-07,1892-08-13,WI,MILWAUKEE,TYPHOID FEVER,1
9816,1892,189232,1892-08-07,1892-08-13,WI,MILWAUKEE,DIPHTHERIA,3
9817,1892,189232,1892-08-07,1892-08-13,WI,MILWAUKEE,WHOOPING COUGH,3
9818,1892,189233,1892-08-14,1892-08-20,WI,MILWAUKEE,TUBERCULOSIS,3
9819,1892,189233,1892-08-14,1892-08-20,WI,MILWAUKEE,TYPHOID FEVER,1
9820,1892,189233,1892-08-14,1892-08-20,WI,MILWAUKEE,SCARLET FEVER,1
9821,1892,189233,1892-08-14,1892-08-20,WI,MILWAUKEE,DIPHTHERIA,1
9822,1892,189232,1892-08-07,1892-08-13,NJ,NEWARK,TUBERCULOSIS,10
9823,1892,189232,1892-08-07,1892-08-13,NJ,NEWARK,TYPHOID FEVER,1
9824,1892,189232,1892-08-07,1892-08-13,NJ,NEWARK,SCARLET FEVER,1
9825,1892,189232,1892-08-07,1892-08-13,NJ,NEWARK,DIPHTHERIA,1
9826,1892,189233,1892-08-14,1892-08-20,NJ,NEWARK,TUBERCULOSIS,10
9827,1892,189233,1892-08-14,1892-08-20,NJ,NEWARK,TYPHOID FEVER,4
9828,1892,189233,1892-08-14,1892-08-20,NJ,NEWARK,SCARLET FEVER,1
9829,1892,189233,1892-08-14,1892-08-20,NJ,NEWARK,DIPHTHERIA,2
9830,1892,189233,1892-08-14,1892-08-20,NJ,NEWARK,WHOOPING COUGH,1
9831,1892,189233,1892-08-14,1892-08-20,MN,MINNEAPOLIS,TUBERCULOSIS,5
9832,1892,189233,1892-08-14,1892-08-20,MN,MINNEAPOLIS,TYPHOID FEVER,1
9833,1892,189233,1892-08-14,1892-08-20,MN,MINNEAPOLIS,SCARLET FEVER,2
9834,1892,189233,1892-08-14,1892-08-20,KY,LOUISVILLE,TUBERCULOSIS,8
9835,1892,189233,1892-08-14,1892-08-20,KY,LOUISVILLE,TYPHOID FEVER,1
9836,1892,189233,1892-08-14,1892-08-20,NY,ROCHESTER,TUBERCULOSIS,3
9837,1892,189233,1892-08-14,1892-08-20,NY,ROCHESTER,DIPHTHERIA,2
9838,1892,189233,1892-08-14,1892-08-20,RI,PROVIDENCE,TYPHOID FEVER,2
9839,1892,189233,1892-08-14,1892-08-20,TN,NASHVILLE,TUBERCULOSIS,3
9840,1892,189233,1892-08-14,1892-08-20,MA,FALL RIVER,TYPHOID FEVER,2
9841,1892,189231,1892-07-31,1892-08-06,PA,ERIE,TUBERCULOSIS,1
